column_name,category,source_artifact,used_in_training,metadata_or_feature,residualized
delta__feeder_i_a_phase_b__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_c__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_c__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_c__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_c__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_c__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_total__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_total__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_total__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_total__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_total__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_a__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_a__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_a__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_a__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_a__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_b__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_b__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_b__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_b__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_b__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_c__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_c__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_c__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_c__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_angle_deg_phase_c__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_losses_kvar_total__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_losses_kvar_total__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_losses_kw_total__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_losses_kw_total__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_a__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_a__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_a__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_a__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_a__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_b__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_b__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_b__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_b__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_b__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_c__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_c__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_c__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_c__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_phase_c__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_total__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_total__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_total__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_total__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_p_kw_total__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_a__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_a__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_a__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_a__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_a__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_b__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_b__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_b__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_b__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_b__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_c__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_c__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_c__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_c__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_phase_c__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_total__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_total__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_total__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_total__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_q_kvar_total__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_a__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_a__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_a__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_a__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_a__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_b__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_b__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_b__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_b__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_b__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_c__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_c__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_c__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_c__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_v_pu_phase_c__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_a__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_a__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_a__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_a__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_a__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_b__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_b__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_b__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_b__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_b__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_c__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_c__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_c__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_c__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_current_a_phase_c__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_a__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_a__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_a__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_a__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_a__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_b__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_b__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_b__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_b__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_b__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_c__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_c__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_c__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_c__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_phase_c__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_a__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_a__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_a__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_a__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_a__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_b__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_b__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_b__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_b__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_b__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_c__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_c__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_c__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_c__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_phase_c__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_total__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_total__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_total__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_total__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_receiving_total__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_total__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_total__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_total__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_total__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_p_kw_total__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_a__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_a__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_a__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_a__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_a__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_b__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_b__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_b__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_b__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_b__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_c__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_c__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_c__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_c__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_phase_c__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_a__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_a__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_a__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_a__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_a__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_b__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_b__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_b__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_b__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_b__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_c__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_c__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_c__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_phase_c__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_total__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_total__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_total__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_total__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_receiving_total__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_total__last,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_total__max,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_total__mean,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_total__min,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__line_l115_q_kvar_total__std,line,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_p_kw__last,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_p_kw__max,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_p_kw__mean,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_p_kw__min,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_p_kw__std,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__load_aggregate_q_kvar__last,load,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
